Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Environment,Water Quality,Drinking Water Contaminants,2017,221.814089,"Census Tract 6504.01, Los Angeles County, California",650401,Torrance,1400000US06037650401,"(33.844669, -118.3410885)",Drinking_Water_Contaminants_2017_1400000US06037650401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,237.2207218,"Census Tract 6505.01, Los Angeles County, California",650501,Torrance,1400000US06037650501,"(33.853453, -118.3594535)",Drinking_Water_Contaminants_2017_1400000US06037650501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,237.2207218,"Census Tract 6505.02, Los Angeles County, California",650502,Torrance,1400000US06037650502,"(33.8534285, -118.3701455)",Drinking_Water_Contaminants_2017_1400000US06037650502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,237.2207218,"Census Tract 6506.02, Los Angeles County, California",650602,Torrance,1400000US06037650602,"(33.8430865, -118.362272)",Drinking_Water_Contaminants_2017_1400000US06037650602,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,237.2207218,"Census Tract 6506.03, Los Angeles County, California",650603,Torrance,1400000US06037650603,"(33.8431555, -118.36973)",Drinking_Water_Contaminants_2017_1400000US06037650603,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,218.8460959,"Census Tract 6506.04, Los Angeles County, California",650604,Torrance,1400000US06037650604,"(33.84034, -118.349129)",Drinking_Water_Contaminants_2017_1400000US06037650604,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,192.099439,"Census Tract 6506.05, Los Angeles County, California",650605,Torrance,1400000US06037650605,"(33.845876, -118.349133)",Drinking_Water_Contaminants_2017_1400000US06037650605,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,237.2461131,"Census Tract 6507.01, Los Angeles County, California",650701,Torrance,1400000US06037650701,"(33.8313195, -118.353571)",Drinking_Water_Contaminants_2017_1400000US06037650701,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,237.4763156,"Census Tract 6507.02, Los Angeles County, California",650702,Torrance,1400000US06037650702,"(33.832556, -118.367489)",Drinking_Water_Contaminants_2017_1400000US06037650702,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,220.2112773,"Census Tract 6508, Los Angeles County, California",650800,Torrance,1400000US06037650800,"(33.8266215, -118.3366605)",Drinking_Water_Contaminants_2017_1400000US06037650800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,412.2878919,"Census Tract 6509.01, Los Angeles County, California",650901,Torrance,1400000US06037650901,"(33.8351275, -118.318833)",Drinking_Water_Contaminants_2017_1400000US06037650901,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,403.4750506,"Census Tract 6509.02, Los Angeles County, California",650902,Torrance,1400000US06037650902,"(33.824236, -118.3187445)",Drinking_Water_Contaminants_2017_1400000US06037650902,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,417.2915755,"Census Tract 6510.01, Los Angeles County, California",651001,Torrance,1400000US06037651001,"(33.8111705, -118.314085)",Drinking_Water_Contaminants_2017_1400000US06037651001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,186.7538948,"Census Tract 6510.02, Los Angeles County, California",651002,Torrance,1400000US06037651002,"(33.814399, -118.324082)",Drinking_Water_Contaminants_2017_1400000US06037651002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,217.1819555,"Census Tract 6511.01, Los Angeles County, California",651101,Torrance,1400000US06037651101,"(33.806877, -118.338471)",Drinking_Water_Contaminants_2017_1400000US06037651101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,188.1422964,"Census Tract 6511.02, Los Angeles County, California",651102,Torrance,1400000US06037651102,"(33.8200495, -118.3453865)",Drinking_Water_Contaminants_2017_1400000US06037651102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,211.4624539,"Census Tract 6512.01, Los Angeles County, California",651201,Torrance,1400000US06037651201,"(33.8205315, -118.367129)",Drinking_Water_Contaminants_2017_1400000US06037651201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,188.1422964,"Census Tract 6512.21, Los Angeles County, California",651221,Torrance,1400000US06037651221,"(33.8210435, -118.355335)",Drinking_Water_Contaminants_2017_1400000US06037651221,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,188.1422964,"Census Tract 6512.22, Los Angeles County, California",651222,Torrance,1400000US06037651222,"(33.8127245, -118.360268)",Drinking_Water_Contaminants_2017_1400000US06037651222,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,253.3070662,"Census Tract 6513.02, Los Angeles County, California",651302,Torrance,1400000US06037651302,"(33.8061, -118.370769)",Drinking_Water_Contaminants_2017_1400000US06037651302,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,237.6329243,"Census Tract 6513.04, Los Angeles County, California",651304,Torrance,1400000US06037651304,"(33.8116915, -118.381965)",Drinking_Water_Contaminants_2017_1400000US06037651304,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,185.9995606,"Census Tract 6514.01, Los Angeles County, California",651401,Torrance,1400000US06037651401,"(33.7862665, -118.3340915)",Drinking_Water_Contaminants_2017_1400000US06037651401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,188.1176214,"Census Tract 6514.02, Los Angeles County, California",651402,Torrance,1400000US06037651402,"(33.796968, -118.3450715)",Drinking_Water_Contaminants_2017_1400000US06037651402,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,376.6472417,"Census Tract 6700.01, Los Angeles County, California",670001,Lomita,1400000US06037670001,"(33.8027475, -118.3183505)",Drinking_Water_Contaminants_2017_1400000US06037670001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,152.8609757,"Census Tract 6700.02, Los Angeles County, California",670002,Lomita,1400000US06037670002,"(33.7953365, -118.312963)",Drinking_Water_Contaminants_2017_1400000US06037670002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,152.8609757,"Census Tract 6700.03, Los Angeles County, California",670003,Lomita,1400000US06037670003,"(33.797717, -118.3226775)",Drinking_Water_Contaminants_2017_1400000US06037670003,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,381.0291552,"Census Tract 6701, Los Angeles County, California",670100,Rolling Hills Estates,1400000US06037670100,"(33.7824185, -118.318576)",Drinking_Water_Contaminants_2017_1400000US06037670100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,184.0017671,"Census Tract 6702.01, Los Angeles County, California",670201,Rolling Hills Estates,1400000US06037670201,"(33.7777515, -118.339328)",Drinking_Water_Contaminants_2017_1400000US06037670201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,184.2147401,"Census Tract 6702.02, Los Angeles County, California",670202,Rolling Hills Estates,1400000US06037670202,"(33.786898, -118.3573095)",Drinking_Water_Contaminants_2017_1400000US06037670202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,221.8127128,"Census Tract 6703.24, Los Angeles County, California",670324,Palos Verdes Estates,1400000US06037670324,"(33.79768677, -118.379741)",Drinking_Water_Contaminants_2017_1400000US06037670324,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,187.2425461,"Census Tract 6703.26, Los Angeles County, California",670326,Palos Verdes Estates,1400000US06037670326,"(33.785452, -118.4028895)",Drinking_Water_Contaminants_2017_1400000US06037670326,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,219.8591894,"Census Tract 6703.28, Los Angeles County, California",670328,Palos Verdes Estates,1400000US06037670328,"(33.77355, -118.416007)",Drinking_Water_Contaminants_2017_1400000US06037670328,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,187.2425461,"Census Tract 6704.03, Los Angeles County, California",670403,Rancho Palos Verdes,1400000US06037670403,"(33.7766755, -118.3693285)",Drinking_Water_Contaminants_2017_1400000US06037670403,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,187.2425461,"Census Tract 6704.05, Los Angeles County, California",670405,Rancho Palos Verdes,1400000US06037670405,"(33.7682385, -118.374157)",Drinking_Water_Contaminants_2017_1400000US06037670405,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,187.2425461,"Census Tract 6704.06, Los Angeles County, California",670406,Rolling Hills Estates,1400000US06037670406,"(33.763222, -118.3859975)",Drinking_Water_Contaminants_2017_1400000US06037670406,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,187.2425461,"Census Tract 6704.07, Los Angeles County, California",670407,Rancho Palos Verdes,1400000US06037670407,"(33.7723545, -118.3857375)",Drinking_Water_Contaminants_2017_1400000US06037670407,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,187.2425461,"Census Tract 6704.11, Los Angeles County, California",670411,Rancho Palos Verdes,1400000US06037670411,"(33.7858915, -118.3789685)",Drinking_Water_Contaminants_2017_1400000US06037670411,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,187.2425461,"Census Tract 6704.13, Los Angeles County, California",670413,Rancho Palos Verdes,1400000US06037670413,"(33.771989, -118.397256)",Drinking_Water_Contaminants_2017_1400000US06037670413,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,217.7118992,"Census Tract 6704.16, Los Angeles County, California",670416,Rancho Palos Verdes,1400000US06037670416,"(33.755584, -118.4064862)",Drinking_Water_Contaminants_2017_1400000US06037670416,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,187.2425461,"Census Tract 6705, Los Angeles County, California",670500,Rolling Hills,1400000US06037670500,"(33.760874, -118.347924)",Drinking_Water_Contaminants_2017_1400000US06037670500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,405.4293008,"Census Tract 6706.02, Los Angeles County, California",670602,Rancho Palos Verdes,1400000US06037670602,"(33.74274308, -118.3714756)",Drinking_Water_Contaminants_2017_1400000US06037670602,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,422.315243,"Census Tract 6707.01, Los Angeles County, California",670701,San Pedro,1400000US06037670701,"(33.7630595, -118.3098)",Drinking_Water_Contaminants_2017_1400000US06037670701,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,407.7668649,"Census Tract 6707.02, Los Angeles County, California",670702,Rancho Palos Verdes,1400000US06037670702,"(33.7513725, -118.3285275)",Drinking_Water_Contaminants_2017_1400000US06037670702,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 7001.01, Los Angeles County, California",700101,West Hollywood,1400000US06037700101,"(34.092577, -118.352461)",Drinking_Water_Contaminants_2017_1400000US06037700101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 7001.02, Los Angeles County, California",700102,West Hollywood,1400000US06037700102,"(34.0889685, -118.3524115)",Drinking_Water_Contaminants_2017_1400000US06037700102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,632.9129197,"Census Tract 7002, Los Angeles County, California",700200,West Hollywood,1400000US06037700200,"(34.0924555, -118.365232)",Drinking_Water_Contaminants_2017_1400000US06037700200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,632.9906065,"Census Tract 7003, Los Angeles County, California",700300,West Hollywood,1400000US06037700300,"(34.091624, -118.3731165)",Drinking_Water_Contaminants_2017_1400000US06037700300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,711.4374684,"Census Tract 7004, Los Angeles County, California",700400,West Hollywood,1400000US06037700400,"(34.08295, -118.3800135)",Drinking_Water_Contaminants_2017_1400000US06037700400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.1700324,"Census Tract 7005.01, Los Angeles County, California",700501,West Hollywood,1400000US06037700501,"(34.087219, -118.389563)",Drinking_Water_Contaminants_2017_1400000US06037700501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,717.6258141,"Census Tract 7005.02, Los Angeles County, California",700502,West Hollywood,1400000US06037700502,"(34.089894, -118.3803515)",Drinking_Water_Contaminants_2017_1400000US06037700502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,614.2751969,"Census Tract 7006, Los Angeles County, California",700600,Beverly Hills,1400000US06037700600,"(34.0920565, -118.40138)",Drinking_Water_Contaminants_2017_1400000US06037700600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,612.3059346,"Census Tract 7007, Los Angeles County, California",700700,Beverly Hills,1400000US06037700700,"(34.0793195, -118.4153425)",Drinking_Water_Contaminants_2017_1400000US06037700700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,607.0543626,"Census Tract 7008.01, Los Angeles County, California",700801,Beverly Hills,1400000US06037700801,"(34.0741065, -118.400005)",Drinking_Water_Contaminants_2017_1400000US06037700801,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,611.7592796,"Census Tract 7008.02, Los Angeles County, California",700802,Beverly Hills,1400000US06037700802,"(34.0681835, -118.3809795)",Drinking_Water_Contaminants_2017_1400000US06037700802,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,677.7257908,"Census Tract 7009.01, Los Angeles County, California",700901,Pico-Robertson,1400000US06037700901,"(34.0620675, -118.3809415)",Drinking_Water_Contaminants_2017_1400000US06037700901,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,608.348727,"Census Tract 7009.02, Los Angeles County, California",700902,Beverly Hills,1400000US06037700902,"(34.0620455, -118.3944075)",Drinking_Water_Contaminants_2017_1400000US06037700902,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,625.4640695,"Census Tract 7010, Los Angeles County, California",701000,Beverly Hills,1400000US06037701000,"(34.05987, -118.406709)",Drinking_Water_Contaminants_2017_1400000US06037701000,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,588.4480772,"Census Tract 7011, Los Angeles County, California",701100,Veterans Administration,1400000US06037701100,"(34.057384, -118.4572585)",Drinking_Water_Contaminants_2017_1400000US06037701100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,339.4315297,"Census Tract 7012.01, Los Angeles County, California",701201,Santa Monica,1400000US06037701201,"(34.041316, -118.4938655)",Drinking_Water_Contaminants_2017_1400000US06037701201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7012.02, Los Angeles County, California",701202,Santa Monica,1400000US06037701202,"(34.033922, -118.489809)",Drinking_Water_Contaminants_2017_1400000US06037701202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7013.02, Los Angeles County, California",701302,Santa Monica,1400000US06037701302,"(34.0274135, -118.497829)",Drinking_Water_Contaminants_2017_1400000US06037701302,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,414.0633935,"Census Tract 7013.04, Los Angeles County, California",701304,Santa Monica,1400000US06037701304,"(34.03082958, -118.5060219)",Drinking_Water_Contaminants_2017_1400000US06037701304,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7014.02, Los Angeles County, California",701402,Santa Monica,1400000US06037701402,"(34.020408, -118.5020564)",Drinking_Water_Contaminants_2017_1400000US06037701402,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7015.01, Los Angeles County, California",701501,Santa Monica,1400000US06037701501,"(34.0281575, -118.49041)",Drinking_Water_Contaminants_2017_1400000US06037701501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7015.02, Los Angeles County, California",701502,Santa Monica,1400000US06037701502,"(34.025441, -118.4872355)",Drinking_Water_Contaminants_2017_1400000US06037701502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,408.7402508,"Census Tract 7016.01, Los Angeles County, California",701601,Santa Monica,1400000US06037701601,"(34.0389605, -118.479277)",Drinking_Water_Contaminants_2017_1400000US06037701601,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7016.02, Los Angeles County, California",701602,Santa Monica,1400000US06037701602,"(34.0350165, -118.475432)",Drinking_Water_Contaminants_2017_1400000US06037701602,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7017.01, Los Angeles County, California",701701,Santa Monica,1400000US06037701701,"(34.032321, -118.4722855)",Drinking_Water_Contaminants_2017_1400000US06037701701,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7017.02, Los Angeles County, California",701702,Santa Monica,1400000US06037701702,"(34.022751, -118.4840745)",Drinking_Water_Contaminants_2017_1400000US06037701702,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,408.8666497,"Census Tract 7018.01, Los Angeles County, California",701801,Santa Monica,1400000US06037701801,"(34.0277085, -118.464933)",Drinking_Water_Contaminants_2017_1400000US06037701801,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7018.02, Los Angeles County, California",701802,Santa Monica,1400000US06037701802,"(34.0191465, -118.4788215)",Drinking_Water_Contaminants_2017_1400000US06037701802,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,337.5084269,"Census Tract 7019.02, Los Angeles County, California",701902,Santa Monica,1400000US06037701902,"(34.01386615, -118.4928698)",Drinking_Water_Contaminants_2017_1400000US06037701902,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7020.02, Los Angeles County, California",702002,Santa Monica,1400000US06037702002,"(34.00604515, -118.4847132)",Drinking_Water_Contaminants_2017_1400000US06037702002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,414.0710267,"Census Tract 7021.02, Los Angeles County, California",702102,Santa Monica,1400000US06037702102,"(34.00117824, -118.478873)",Drinking_Water_Contaminants_2017_1400000US06037702102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,307.714662,"Census Tract 7022.01, Los Angeles County, California",702201,Santa Monica,1400000US06037702201,"(34.0134445, -118.4732815)",Drinking_Water_Contaminants_2017_1400000US06037702201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,412.011131,"Census Tract 7022.02, Los Angeles County, California",702202,Santa Monica,1400000US06037702202,"(34.0083865, -118.467534)",Drinking_Water_Contaminants_2017_1400000US06037702202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,410.1486147,"Census Tract 7023, Los Angeles County, California",702300,Santa Monica,1400000US06037702300,"(34.0182585, -118.4559935)",Drinking_Water_Contaminants_2017_1400000US06037702300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,499.2069119,"Census Tract 7024, Los Angeles County, California",702400,Culver City,1400000US06037702400,"(34.0262285, -118.3839635)",Drinking_Water_Contaminants_2017_1400000US06037702400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,491.6366264,"Census Tract 7025.01, Los Angeles County, California",702501,Culver City,1400000US06037702501,"(34.014408, -118.3973335)",Drinking_Water_Contaminants_2017_1400000US06037702501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,508.5680584,"Census Tract 7025.02, Los Angeles County, California",702502,Ladera Heights,1400000US06037702502,"(34.011914, -118.384386)",Drinking_Water_Contaminants_2017_1400000US06037702502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,513.8607257,"Census Tract 7026, Los Angeles County, California",702600,Culver City,1400000US06037702600,"(33.9952635, -118.395285)",Drinking_Water_Contaminants_2017_1400000US06037702600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,529.5981405,"Census Tract 7027, Los Angeles County, California",702700,Culver City,1400000US06037702700,"(34.006574, -118.402252)",Drinking_Water_Contaminants_2017_1400000US06037702700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,276.008057,"Census Tract 7028.01, Los Angeles County, California",702801,Culver City,1400000US06037702801,"(34.010849, -118.410408)",Drinking_Water_Contaminants_2017_1400000US06037702801,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,511.7059537,"Census Tract 7028.02, Los Angeles County, California",702802,Culver City,1400000US06037702802,"(34.0059345, -118.4153575)",Drinking_Water_Contaminants_2017_1400000US06037702802,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,588.4480772,"Census Tract 7028.03, Los Angeles County, California",702803,Culver City,1400000US06037702803,"(33.995268, -118.4328335)",Drinking_Water_Contaminants_2017_1400000US06037702803,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,495.4822235,"Census Tract 7029.01, Los Angeles County, California",702901,Marina del Rey,1400000US06037702901,"(33.9753235, -118.4478695)",Drinking_Water_Contaminants_2017_1400000US06037702901,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,616.5244197,"Census Tract 7030.01, Los Angeles County, California",703001,Ladera Heights,1400000US06037703001,"(33.994652, -118.384058)",Drinking_Water_Contaminants_2017_1400000US06037703001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,672.4167888,"Census Tract 7030.02, Los Angeles County, California",703002,Ladera Heights,1400000US06037703002,"(33.9874395, -118.373906)",Drinking_Water_Contaminants_2017_1400000US06037703002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,582.1054896,"Census Tract 7031, Los Angeles County, California",703100,View Park-Windsor Hills,1400000US06037703100,"(33.9938635, -118.354966)",Drinking_Water_Contaminants_2017_1400000US06037703100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,575.7231613,"Census Tract 7032, Los Angeles County, California",703200,View Park-Windsor Hills,1400000US06037703200,"(33.9983555, -118.3403905)",Drinking_Water_Contaminants_2017_1400000US06037703200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,417.0138307,"Census Tract 8001.01, Los Angeles County, California",800101,Calabasas,1400000US06037800101,"(34.1354985, -118.6295565)",Drinking_Water_Contaminants_2017_1400000US06037800101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,419.8595056,"Census Tract 8001.02, Los Angeles County, California",800102,Topanga,1400000US06037800102,"(34.105487, -118.6313095)",Drinking_Water_Contaminants_2017_1400000US06037800102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.7851911,"Census Tract 8002.02, Los Angeles County, California",800202,Unincorporated Santa Monica Mountains,1400000US06037800202,"(34.111882, -118.6724855)",Drinking_Water_Contaminants_2017_1400000US06037800202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,423.4033101,"Census Tract 8002.03, Los Angeles County, California",800203,Hidden Hills,1400000US06037800203,"(34.162707, -118.6715635)",Drinking_Water_Contaminants_2017_1400000US06037800203,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,513.6566129,"Census Tract 8002.04, Los Angeles County, California",800204,Calabasas,1400000US06037800204,"(34.146393, -118.663627)",Drinking_Water_Contaminants_2017_1400000US06037800204,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.7851911,"Census Tract 8003.24, Los Angeles County, California",800324,Agoura Hills,1400000US06037800324,"(34.150914, -118.780558)",Drinking_Water_Contaminants_2017_1400000US06037800324,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,343.378267,"Census Tract 8003.25, Los Angeles County, California",800325,Westlake Village,1400000US06037800325,"(34.142043, -118.818764)",Drinking_Water_Contaminants_2017_1400000US06037800325,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,364.0769853,"Census Tract 8003.26, Los Angeles County, California",800326,Unincorporated Santa Monica Mountains,1400000US06037800326,"(34.118765, -118.824471)",Drinking_Water_Contaminants_2017_1400000US06037800326,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,427.7136849,"Census Tract 8003.27, Los Angeles County, California",800327,Agoura Hills,1400000US06037800327,"(34.1554385, -118.744946)",Drinking_Water_Contaminants_2017_1400000US06037800327,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.7851911,"Census Tract 8003.28, Los Angeles County, California",800328,Calabasas,1400000US06037800328,"(34.1532245, -118.716794)",Drinking_Water_Contaminants_2017_1400000US06037800328,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.7851911,"Census Tract 8003.29, Los Angeles County, California",800329,Unincorporated Santa Monica Mountains,1400000US06037800329,"(34.125924, -118.741482)",Drinking_Water_Contaminants_2017_1400000US06037800329,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.7851911,"Census Tract 8003.30, Los Angeles County, California",800330,Unincorporated Santa Monica Mountains,1400000US06037800330,"(34.0909385, -118.7600245)",Drinking_Water_Contaminants_2017_1400000US06037800330,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,341.486476,"Census Tract 8003.31, Los Angeles County, California",800331,Westlake Village,1400000US06037800331,"(34.158577, -118.8018845)",Drinking_Water_Contaminants_2017_1400000US06037800331,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,433.4765553,"Census Tract 8003.32, Los Angeles County, California",800332,Agoura Hills,1400000US06037800332,"(34.1610355, -118.7705735)",Drinking_Water_Contaminants_2017_1400000US06037800332,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.4480562,"Census Tract 8004.06, Los Angeles County, California",800406,Unincorporated Santa Monica Mountains,1400000US06037800406,"(34.065344, -118.8552812)",Drinking_Water_Contaminants_2017_1400000US06037800406,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.7851911,"Census Tract 8004.08, Los Angeles County, California",800408,Malibu,1400000US06037800408,"(34.02294, -118.7999009)",Drinking_Water_Contaminants_2017_1400000US06037800408,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.7851911,"Census Tract 8004.10, Los Angeles County, California",800410,Unincorporated Santa Monica Mountains,1400000US06037800410,"(34.0581495, -118.7420335)",Drinking_Water_Contaminants_2017_1400000US06037800410,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,225.7851911,"Census Tract 8005.04, Los Angeles County, California",800504,Unincorporated Santa Monica Mountains,1400000US06037800504,"(34.0557665, -118.6751869)",Drinking_Water_Contaminants_2017_1400000US06037800504,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,416.923658,"Census Tract 8005.06, Los Angeles County, California",800506,Topanga,1400000US06037800506,"(34.05990591, -118.6102825)",Drinking_Water_Contaminants_2017_1400000US06037800506,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,522.0330276,"Census Tract 9001.02, Los Angeles County, California",900102,Northeast Antelope Valley,1400000US06037900102,"(34.690623, -117.773664)",Drinking_Water_Contaminants_2017_1400000US06037900102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,319.8803912,"Census Tract 9001.03, Los Angeles County, California",900103,Lake Los Angeles,1400000US06037900103,"(34.6312205, -117.845138)",Drinking_Water_Contaminants_2017_1400000US06037900103,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,326.0915355,"Census Tract 9001.04, Los Angeles County, California",900104,Northeast Antelope Valley,1400000US06037900104,"(34.587324, -117.844901)",Drinking_Water_Contaminants_2017_1400000US06037900104,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,560.0605896,"Census Tract 9002.01, Los Angeles County, California",900201,Northeast Antelope Valley,1400000US06037900201,"(34.7010005, -117.961077)",Drinking_Water_Contaminants_2017_1400000US06037900201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,676.4151585,"Census Tract 9003, Los Angeles County, California",900300,Northeast Antelope Valley,1400000US06037900300,"(34.7338375, -118.0937835)",Drinking_Water_Contaminants_2017_1400000US06037900300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,352.3862128,"Census Tract 9005.01, Los Angeles County, California",900501,Lancaster,1400000US06037900501,"(34.6822275, -118.123596)",Drinking_Water_Contaminants_2017_1400000US06037900501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,589.1415959,"Census Tract 9005.04, Los Angeles County, California",900504,Palmdale,1400000US06037900504,"(34.6605065, -118.0957095)",Drinking_Water_Contaminants_2017_1400000US06037900504,1/1/17
